text,phase,sentiment
"If there 's one big point to Promises , it 's that nothing can change while physical and psychological barriers keep the sides from speaking even one word to each other .",train,2
"When you resurrect a dead man , Hard Copy should come a-knocking , no ?",train,2
"I never thought I 'd say this , but I 'd much rather watch teens poking their genitals into fruit pies !",train,1
"Everything its title implies , a standard-issue crime drama spat out from the Tinseltown assembly line .",train,2
"A simple , but gritty and well-acted ensemble drama that encompasses a potent metaphor for a country still dealing with its fascist past .",train,3
I 'm giving it thumbs down due to the endlessly repetitive scenes of embarrassment .,train,1
You expect more from director Michael Apted ( Enigma ) and screenwriter Nicholas Kazan ( Reversal of Fortune ) than this cliche pileup .,train,1
"The story is -- forgive me -- a little thin , and the filmmaking clumsy and rushed .",train,1
it 's a worthwhile tutorial in quantum physics and slash-dash,train,3
"A simpler , leaner treatment would have been preferable ; after all , being about nothing is sometimes funnier than being about something .",train,1
A slow-moving police-procedural thriller that takes its title all too literally .,train,1
This idea has lost its originality ... and neither star appears very excited at rehashing what was basically a one-joke picture .,train,1
"Writer/director Burr Steers emphasizes the Q in Quirky , with mixed results .",train,3
"The film 's gamble to occasionally break up the live-action scenes with animated sequences pays off , as does its sensitive handling of some delicate subject matter .",train,3
"Like shave ice without the topping , this cinematic snow cone is as innocuous as it is flavorless .",train,2
Many insightful moments .,train,3
The movie is pretty funny now and then without in any way demeaning its subjects .,train,3
Will you go ape over this movie ?,train,2
"As the Mediterranean sparkles , ` Swept Away ' sinks .",train,1
Barrels along at the start before becoming mired in sentimentality .,train,2
You 'll have more fun setting fire to yourself in the parking lot .,train,1
"( It 's ) a prison soccer movie starring charismatic tough guy Vinnie Jones , but it had too much spitting for me to enjoy .",train,1
"Long before it 's over , you 'll be thinking of 51 ways to leave this loser .",train,1
"A smart , compelling drama .",train,3
"In a 102-minute film , Aaliyah gets at most 20 minutes of screen time .",train,2
Every sequel you skip will be two hours gained .,train,1
"It takes this never-ending confusion and hatred , puts a human face on it , evokes shame among all who are party to it and even promotes understanding .",train,3
"It 's better suited for the history or biography channel , but there 's no arguing the tone of the movie - it leaves a bad taste in your mouth and questions on your mind .",train,1
Read My Lips is to be viewed and treasured for its extraordinary intelligence and originality as well as its lyrical variations on the game of love .,train,3
"The period -- swinging London in the time of the mods and the rockers -- gets the once-over once again in Gangster No. 1 , but falls apart long before the end .",train,1
"Beautiful , cold , oddly colorful and just plain otherworldly , a freaky bit of art that 's there to scare while we delight in the images .",train,3
As plain and pedestrian as catsup --,train,1
"The story ... is inspiring , ironic , and revelatory of just how ridiculous and money-oriented the record industry really is .",train,3
"The movie should jolt you out of your seat a couple of times , give you a few laughs , and leave you feeling like it was worth your seven bucks , even though it does turn out to be a bit of a cheat in the end .",train,3
"Despite the film 's shortcomings , the stories are quietly moving .",train,3
"Perhaps a better celebration of these unfairly dismissed heroes would be a film that is n't this painfully forced , false and fabricated .",train,1
It 's stylishly directed with verve ...,train,3
"This is a monumental achievement in practically every facet of inept filmmaking : joyless , idiotic , annoying , heavy-handed , visually atrocious , and often downright creepy .",train,1
"If Mostly Martha is mostly unsurprising , it 's still a sweet , even delectable diversion .",train,3
"Human Resources was a good , straightforward tale , but Time Out is better .",train,2
"If a horror movie 's primary goal is to frighten and disturb , then They works spectacularly well ... A shiver-inducing , nerve-rattling ride .",train,3
"The weird thing about The Santa Clause 2 , purportedly a children 's movie , is that there is nothing in it to engage children emotionally .",train,1
And we do n't avert our eyes for a moment .,train,3
"An enthralling , entertaining feature .",train,3
As giddy and whimsical and relevant today as it was 270 years ago .,train,3
Offers a clear-eyed chronicle of a female friendship that is more complex and honest than anything represented in a Hollywood film .,train,3
"Exquisitely nuanced in mood tics and dialogue , this chamber drama is superbly acted by the deeply appealing veteran Bouquet and the chilling but quite human Berling .",train,3
"As broad and cartoonish as the screenplay is , there is an accuracy of observation in the work of the director , Frank Novak , that keeps the film grounded in an undeniable social realism .",train,3
"Imagine ( if possible ) a Pasolini film without passion or politics , or an Almodovar movie without beauty or humor , and you have some idea of the glum , numb experience of watching O Fantasma .",train,1
